feature_typos,feature_normalized_mean_wds_per_sentence,feature_gre_word_freq,feature_addition_word_freq,feature_price_range,feature_emphasis_word_freq,feature_valence_score,feature_details_word_freq,feature_illustration_word_freq,feature_comparision_word_freq,feature_normalized_url_count,feature_contrast_word_freq,feature_arousal_score,feature_all_caps,feature_idf,feature_normalized_mean_wd_length,feature_summary_word_freq,feature_dominance_score,feature_suggestion_word_freq,label_useful_extreme_percentile,feature_space_word_freq,feature_grammar_err,feature_consequence_word_freq,feature_examples_word_freq,feature_concession_word_freq,feature_caps_err,feature_normalized_word_count,feature_time_word_freq,feature_sat_word_freq
1,0.0211757269279,0.0375939849624,0.0526315789474,0.5,0.0,7.07445062874,0.0,0.0,0.0,0.0,0.0,5.55889729609,0.0,71.4774869663,0.171928817451,0.00751879699248,6.04079833872,0.0,True,0.00751879699248,0,0.00751879699248,0.0,0.0,0.00746268656716,0.132673267327,0.0225563909774,0.0300751879699
2,0.0436946902655,0.0126582278481,0.0,0.25,0.0126582278481,5.96505668934,0.0,0.0,0.0,0.0,0.0126582278481,5.12253365973,0.0126582278481,72.3010683001,0.160662122687,0.0,6.01307106599,0.0,False,0.0126582278481,0,0.0126582278481,0.0,0.0126582278481,0.0126582278481,0.0782178217822,0.0,0.0253164556962
0,0.0243362831858,0.0227272727273,0.0454545454545,0.5,0.0227272727273,6.82172335601,0.0,0.0,0.0,0.0,0.0227272727273,5.15253365973,0.0,65.9472791734,0.157342657343,0.0,5.58807106599,0.0,False,0.0,0,0.0,0.0,0.0,0.0,0.0435643564356,0.0227272727273,0.0
0,0.0217551622419,0.0,0.0338983050847,0.75,0.0,7.23572335601,0.0,0.0,0.0,0.0,0.0338983050847,5.83653365973,0.0,71.9319708362,0.139504563233,0.0,6.32807106599,0.0,False,0.0,4,0.0,0.0,0.0,0.0338983050847,0.0584158415842,0.0169491525424,0.0169491525424
4,0.0309734513274,0.0267857142857,0.0178571428571,0.5,0.0,7.20172335601,0.0,0.0,0.0,0.0,0.0178571428571,5.5167003264,0.0178571428571,70.5818155217,0.164148351648,0.0,5.63807106599,0.0,True,0.0,3,0.0,0.0,0.0,0.00892857142857,0.110891089109,0.0,0.0267857142857
7,0.0451327433628,0.0194174757282,0.0388349514563,0.5,0.0,6.3306122449,0.0,0.0,0.0,0.0,0.0,5.44586699306,0.0,71.6644914711,0.136123680241,0.0,5.63807106599,0.0,True,0.00970873786408,12,0.0,0.0,0.0,0.0392156862745,0.10099009901,0.0,0.00970873786408
0,0.0215707964602,0.0,0.0512820512821,0.25,0.0,7.26172335601,0.0,0.0,0.0,0.0,0.0,5.55681937402,0.025641025641,67.6958981142,0.155818540434,0.0,6.08521392313,0.0,None,0.025641025641,2,0.025641025641,0.0,0.0,0.0,0.0386138613861,0.0,0.0769230769231
4,0.0393805309735,0.0112359550562,0.0224719101124,0.5,0.0,6.37422335601,0.0,0.0,0.0,0.0,0.0224719101124,5.86003365973,0.0,69.5930180991,0.152117545376,0.0,5.67807106599,0.0,None,0.0,1,0.0224719101124,0.0,0.0,0.0,0.0881188118812,0.0224719101124,0.0449438202247
8,0.0275073746313,0.0134048257373,0.0375335120643,0.75,0.00536193029491,6.5006122449,0.0,0.0,0.0,0.0,0.0187667560322,4.87697810418,0.0160857908847,76.2494589498,0.148381109507,0.0,5.7291821771,0.0,False,0.0,3,0.0107238605898,0.0,0.0,0.00536193029491,0.369306930693,0.0107238605898,0.0107238605898
3,0.0468005445882,0.0109090909091,0.0290909090909,0.5,0.0,6.57633874062,0.0,0.0,0.0,0.0,0.0109090909091,5.02368750588,0.00727272727273,74.4938385271,0.153146853147,0.0,5.7103787583,0.0,False,0.0,2,0.0109090909091,0.0,0.0,0.0145454545455,0.272277227723,0.0109090909091,0.0181818181818
6,0.0272861356932,0.0324324324324,0.0378378378378,0.5,0.0,6.88394557823,0.0,0.0,0.0,0.0,0.0108108108108,5.23475588195,0.0,72.3212710075,0.152390852391,0.0,5.85473773266,0.0,None,0.0108108108108,15,0.00540540540541,0.0,0.0,0.0810810810811,0.183168316832,0.00540540540541,0.027027027027
10,0.030604719764,0.0240963855422,0.0481927710843,0.25,0.0240963855422,5.42029478458,0.0,0.0,0.0,0.0,0.0240963855422,5.34253365973,0.0,73.9830129034,0.143188137164,0.0,5.64664249456,0.0,False,0.0,3,0.0,0.0,0.0,0.0120481927711,0.0821782178218,0.0,0.0240963855422
4,0.0204031465093,0.0301204819277,0.0361445783133,0.75,0.0120481927711,8.18422335601,0.0,0.0,0.0,0.0,0.0120481927711,6.31503365973,0.078313253012,75.2278077022,0.153846153846,0.0,6.71682106599,0.0,False,0.00602409638554,3,0.0,0.0,0.0,0.00602409638554,0.164356435644,0.0,0.0180722891566
4,0.0192477876106,0.0,0.0115384615385,0.25,0.00384615384615,7.18572335601,0.0,0.0,0.0,0.0,0.0269230769231,5.41953365973,0.0,77.1125051671,0.147362216328,0.0,6.08757106599,0.0,False,0.0192307692308,28,0.00769230769231,0.0,0.0,0.103448275862,0.258415841584,0.00384615384615,0.0230769230769
3,0.0422055820286,0.0120967741935,0.0241935483871,0.5,0.00806451612903,6.80525276777,0.0,0.0,0.0,0.0,0.0,5.4760630715,0.0241935483871,75.9617768773,0.153070719603,0.0,5.94924753658,0.0,True,0.0,2,0.0161290322581,0.0,0.00403225806452,0.00806451612903,0.245544554455,0.0120967741935,0.0120967741935
1,0.0335018963338,0.00943396226415,0.0471698113208,0.25,0.00943396226415,5.95029478458,0.0,0.0,0.0,0.0,0.00943396226415,5.59967651687,0.0377358490566,73.8980836926,0.138969521045,0.0,5.67092820885,0.0,False,0.0,0,0.0,0.0,0.0,0.0188679245283,0.10495049505,0.00943396226415,0.0283018867925
1,0.0368731563422,0.02,0.02,0.0,0.0,7.13249258678,0.0,0.0,0.0,0.0,0.04,5.19561058281,0.0,69.6126378859,0.143461538462,0.0,6.11114798907,0.0,False,0.0,1,0.0,0.0,0.0,0.0,0.0990099009901,0.01,0.02
0,0.0250737463127,0.0588235294118,0.0588235294118,1.0,0.0,7.56672335601,0.0,0.0,0.0,0.0,0.0294117647059,5.34753365973,0.0294117647059,59.5078131934,0.160633484163,0.0,5.98307106599,0.0,False,0.0,0,0.0,0.0,0.0,0.0,0.0336633663366,0.0294117647059,0.0588235294118
2,0.0337389380531,0.0,0.0327868852459,0.5,0.00819672131148,6.94315192744,0.0,0.0,0.0,0.0,0.00819672131148,5.63967651687,0.00819672131148,73.4642191099,0.15762925599,0.0,5.87092820885,0.0,False,0.0,1,0.0245901639344,0.0,0.0,0.0,0.120792079208,0.00819672131148,0.0
7,0.0353982300885,0.0375,0.05,0.5,0.0125,6.74372335601,0.0,0.0,0.0,0.0,0.0125,5.51453365973,0.0,64.6059244135,0.136538461538,0.0,5.56007106599,0.0,False,0.0,5,0.0125,0.0,0.0125,0.0625,0.0792079207921,0.05,0.0125
0,0.00884955752212,0.0,0.0,0.75,0.0,7.61172335601,0.0,0.0,0.0,0.0,0.0,5.72253365973,0.0,21.0726429219,0.173076923077,0.0,6.69807106599,0.0,None,0.0,1,0.0,0.0,0.0,0.0,0.00792079207921,0.0,0.0
0,0.029314159292,0.0,0.0754716981132,0.5,0.0377358490566,7.45672335601,0.0,0.0,0.0,0.0,0.0188679245283,6.19753365973,0.0,60.8272095853,0.152394775036,0.0,6.22807106599,0.0,False,0.0,0,0.0188679245283,0.0,0.0,0.0,0.0524752475248,0.0,0.0377358490566
4,0.0295655671762,0.0102040816327,0.0272108843537,0.5,0.0136054421769,7.0422496718,0.0,0.0,0.0,0.0,0.0136054421769,5.48937576499,0.0,76.8248230947,0.13801674516,0.0,6.12649211862,0.0,True,0.0,4,0.0102040816327,0.0,0.0,0.0,0.291089108911,0.0102040816327,0.0170068027211
2,0.0335136020977,0.0268948655257,0.0366748166259,0.0,0.00244498777506,6.30172335601,0.0,0.0,0.0,0.0,0.0146699266504,4.84443842164,0.00244498777506,77.1125051671,0.167105510626,0.0,5.80140439932,0.0,False,0.00733496332518,0,0.00488997555012,0.0,0.00733496332518,0.0,0.40495049505,0.00244498777506,0.0317848410758
2,0.0265486725664,0.013698630137,0.0821917808219,0.5,0.0,8.15172335601,0.0,0.0,0.0,0.0,0.013698630137,6.30586699306,0.0138888888889,64.5645194986,0.153846153846,0.0,6.80140439932,0.0,False,0.013698630137,0,0.0,0.0,0.0,0.0,0.0712871287129,0.0,0.027397260274
0,0.0328171091445,0.0112359550562,0.0449438202247,0.0,0.0,6.28772335601,0.0,0.0,0.0,0.0,0.0,4.95253365973,0.0337078651685,74.429300006,0.179343128781,0.0,5.72407106599,0.0,False,0.0,0,0.0,0.0,0.0,0.0112359550562,0.0881188118812,0.0,0.0112359550562
2,0.0259165613148,0.0243902439024,0.0731707317073,0.25,0.0121951219512,5.86505668934,0.0,0.0,0.0,0.0,0.0,4.84586699306,0.0121951219512,61.0385742829,0.139774859287,0.0,5.23473773266,0.0,False,0.0,0,0.0,0.0,0.0,0.0,0.0811881188119,0.0121951219512,0.0243902439024
7,0.0199115044248,0.0,0.0666666666667,0.75,0.0,6.83172335601,0.0,0.0,0.0,0.0,0.0,5.23253365973,0.0,65.398011542,0.211111111111,0.0,6.08807106599,0.0,False,0.0,0,0.0,0.0,0.0,0.0,0.0445544554455,0.0,0.0222222222222
3,0.0285152409046,0.0344827586207,0.0172413793103,0.25,0.00862068965517,6.76872335601,0.0,0.0,0.0,0.0,0.0172413793103,5.48453365973,0.0,72.6941108882,0.142904509284,0.0,5.80807106599,0.0,False,0.0,2,0.00862068965517,0.0,0.0,0.00862068965517,0.114851485149,0.00862068965517,0.00862068965517
1,0.0280235988201,0.0526315789474,0.0263157894737,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0263157894737,0.0,0.0,56.4886545713,0.157894736842,0.0,0.0,0.0,None,0.0,2,0.0,0.0,0.0,0.0,0.0376237623762,0.0,0.0263157894737
1,0.027180783818,0.0,0.0116279069767,1.0,0.0,6.17922335601,0.0,0.0,0.0,0.0,0.0232558139535,4.95753365973,0.0,68.1477812023,0.148032200358,0.0,5.83557106599,0.0,True,0.0,0,0.0116279069767,0.0,0.0,0.0116279069767,0.0851485148515,0.0,0.0
6,0.0383480825959,0.0153846153846,0.05,0.5,0.0,7.12672335601,0.0,0.0,0.0,0.0,0.00384615384615,5.38324794545,0.00384615384615,75.9617768773,0.156360946746,0.0,6.00664249456,0.0,False,0.00384615384615,2,0.00384615384615,0.0,0.0,0.0,0.257425742574,0.0153846153846,0.0269230769231
1,0.0179002413516,0.0337078651685,0.0449438202247,0.0,0.0,7.67172335601,0.0,0.0,0.0,0.0,0.0,5.90808921529,0.0674157303371,71.0325569747,0.145203111495,0.0,6.49362662155,0.0,True,0.0,2,0.0,0.0,0.0,0.0,0.0881188118812,0.0,0.0449438202247
1,0.0365044247788,0.0606060606061,0.030303030303,0.0,0.0606060606061,6.03172335601,0.0,0.0,0.0,0.0,0.030303030303,5.45753365973,0.0,66.9630724498,0.15034965035,0.0,6.24307106599,0.0,False,0.0,2,0.0,0.0,0.0,0.0,0.0326732673267,0.0,0.0
8,0.0351769911504,0.0188679245283,0.0691823899371,0.5,0.0125786163522,6.93172335601,0.0,0.0,0.0,0.0,0.0251572327044,5.28628365973,0.0,76.2494589498,0.147073052733,0.0,5.97432106599,0.0,None,0.0,4,0.0062893081761,0.0,0.0062893081761,0.0,0.157425742574,0.0314465408805,0.0188679245283
3,0.0365044247788,0.0,0.0454545454545,0.25,0.0,7.47672335601,0.0,0.0,0.0,0.0,0.0151515151515,5.88503365973,0.0,69.4977079192,0.152680652681,0.0,6.47807106599,0.0,None,0.0151515151515,1,0.0,0.0,0.0151515151515,0.0,0.0653465346535,0.0,0.0151515151515
3,0.0363463969659,0.0,0.0434782608696,0.5,0.0,6.50047335601,0.0,0.0,0.0,0.0,0.0173913043478,5.43253365973,0.0,72.8356104505,0.182943143813,0.0,6.11807106599,0.0,True,0.0,7,0.00869565217391,0.0,0.0,0.0608695652174,0.113861386139,0.0,0.00869565217391
0,0.0268647281922,0.0,0.0588235294118,0.25,0.0117647058824,5.36172335601,0.0,0.0,0.0,0.0,0.0117647058824,3.68253365973,0.0117647058824,73.5332119814,0.1592760181,0.0,5.09807106599,0.0,False,0.0,2,0.0,0.0,0.0,0.0117647058824,0.0841584158416,0.0117647058824,0.0235294117647
0,0.0360619469027,0.00613496932515,0.0368098159509,0.25,0.0122699386503,6.50839002268,0.0,0.0,0.0,0.0714285714286,0.0122699386503,5.26364477084,0.0184049079755,76.5371410222,0.154554034922,0.0,6.04251551043,0.0,False,0.00613496932515,1,0.0184049079755,0.0,0.00613496932515,0.0,0.161386138614,0.0,0.0245398773006
1,0.0261061946903,0.0,0.0338983050847,0.5,0.0,7.61839002268,0.0,0.0,0.0,0.0,0.0338983050847,6.46586699306,0.101694915254,64.1480207461,0.14406779661,0.0,6.10807106599,0.0,False,0.0,3,0.0169491525424,0.0,0.0,0.0,0.0584158415842,0.0,0.0
2,0.021922767498,0.0183486238532,0.0642201834862,0.25,0.0,5.97772335601,0.0,0.0,0.0,0.0,0.0,5.43753365973,0.0,71.883180672,0.14820042343,0.0,5.83607106599,0.0,False,0.0,2,0.0183486238532,0.0,0.00917431192661,0.0,0.107920792079,0.0275229357798,0.00917431192661
1,0.0457227138643,0.0161290322581,0.0161290322581,0.5,0.0,6.34505668934,0.0,0.0,0.0,0.0,0.0322580645161,4.5092003264,0.0,57.0490795834,0.14205955335,0.0,5.66140439932,0.0,False,0.0,1,0.0,0.0,0.0,0.0161290322581,0.0613861386139,0.0322580645161,0.0161290322581
0,0.019595448799,0.0,0.0483870967742,1.0,0.0,4.95922335601,0.0,0.0,0.0,0.0,0.0161290322581,6.28253365973,0.0,61.2000285111,0.169975186104,0.0,4.86057106599,0.0,False,0.0,4,0.0,0.0,0.0,0.0161290322581,0.0613861386139,0.0483870967742,0.0322580645161
0,0.0158027812895,0.04,0.0,0.25,0.0,6.62172335601,0.0,0.0,0.0,0.0,0.0,5.57253365973,0.02,69.5622464404,0.138461538462,0.0,5.69307106599,0.0,False,0.0,2,0.0,0.0,0.0,0.0,0.049504950495,0.0,0.04
1,0.0208794247788,0.0264900662252,0.0331125827815,0.75,0.0331125827815,6.44359835601,0.0,0.0,0.0,0.0,0.0,5.39690865973,0.00662251655629,75.3864127324,0.140346408558,0.0,5.90807106599,0.0,False,0.0,1,0.00662251655629,0.0,0.00662251655629,0.00662251655629,0.149504950495,0.0,0.0198675496689
0,0.0232300884956,0.0,0.0952380952381,0.5,0.0,7.76922335601,0.0,0.0,0.0,0.0,0.047619047619,6.06253365973,0.0,44.655082821,0.161172161172,0.0,6.34307106599,0.0,False,0.0,1,0.0,0.0,0.0,0.0952380952381,0.0207920792079,0.0,0.047619047619
1,0.0279314159292,0.019801980198,0.0346534653465,0.5,0.0,6.48095412524,0.0,0.0,0.0,0.0,0.00990099009901,5.34868750588,0.0,75.5154897747,0.148134044174,0.0,5.74114798907,0.0,False,0.0148514851485,4,0.00990099009901,0.0,0.0,0.0,0.2,0.00990099009901,0.029702970297
4,0.0400241351569,0.0100502512563,0.070351758794,0.75,0.00502512562814,7.08255668934,0.0,0.0,0.0,0.0,0.0251256281407,5.61836699306,0.00502512562814,73.5695796256,0.149787398531,0.0,5.85807106599,0.0,False,0.00502512562814,4,0.0150753768844,0.0,0.00502512562814,0.0,0.19702970297,0.0100502512563,0.0100502512563
3,0.0403761061947,0.0,0.041095890411,0.75,0.00684931506849,6.87743764172,0.0,0.0,0.0,0.0,0.013698630137,5.53753365973,0.0205479452055,69.7879907734,0.150421496312,0.0,5.75307106599,0.0,False,0.00684931506849,1,0.0205479452055,0.0,0.0,0.0,0.144554455446,0.0,0.013698630137
2,0.0285152409046,0.0,0.0258620689655,0.0,0.0,6.5608142651,0.0,0.0,0.0,0.0,0.0172413793103,5.12526093246,0.00862068965517,75.2923462233,0.152188328912,0.0,5.59079833872,0.0,False,0.0,1,0.0258620689655,0.0,0.0,0.00862068965517,0.114851485149,0.0,0.00862068965517
2,0.0257190265487,0.0322580645161,0.0215053763441,0.5,0.010752688172,6.72505668934,0.0,0.0,0.0,0.0,0.010752688172,5.1892003264,0.0,74.2061564547,0.14929693962,0.0,5.97873773266,0.0,False,0.0,1,0.0,0.0,0.00537634408602,0.00537634408602,0.184158415842,0.0,0.010752688172
0,0.0238938053097,0.0185185185185,0.0185185185185,0.5,0.0,5.48172335601,0.0,0.0,0.0,0.0,0.0185185185185,5.89967651687,0.0555555555556,59.7618432081,0.154558404558,0.0,5.7637853517,0.0,True,0.0,1,0.0,0.0,0.0,0.0185185185185,0.0534653465347,0.0,0.0185185185185
0,0.0199115044248,0.0,0.111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9079185502,0.15811965812,0.0,0.0,0.0,False,0.0,0,0.0,0.0,0.0,0.0,0.00891089108911,0.0,0.0
4,0.0281103591879,0.0277777777778,0.0555555555556,1.0,0.0,6.46095412524,0.0,0.0,0.0,0.0,0.0138888888889,5.33099519819,0.00462962962963,75.2278077022,0.161680911681,0.0,5.71807106599,0.0,True,0.0138888888889,3,0.0,0.0,0.0,0.0,0.213861386139,0.00462962962963,0.0324074074074
5,0.0374525916561,0.0126582278481,0.0590717299578,0.25,0.0,7.03808699237,0.0,0.0,0.0,0.0,0.0042194092827,5.42071547791,0.0042194092827,75.3864127324,0.149626744563,0.0,6.09261652054,0.0,True,0.0,2,0.0126582278481,0.0,0.0,0.0084388185654,0.234653465347,0.0253164556962,0.0126582278481
3,0.0224732184443,0.0155440414508,0.0259067357513,1.0,0.0,7.27609835601,0.0,0.0,0.0,0.0,0.0,5.87128365973,0.0259067357513,74.8755871086,0.140892785971,0.0,6.15182106599,0.0,True,0.0103626943005,1,0.00518134715026,0.0,0.0,0.00518134715026,0.191089108911,0.0259067357513,0.0103626943005
1,0.0304818092429,0.0322580645161,0.0322580645161,0.25,0.0,6.96326181755,0.0,0.0,0.0,0.0,0.0,5.50561058281,0.0,71.0325569747,0.141129032258,0.0,6.14576337368,0.0,True,0.0,0,0.0241935483871,0.0,0.0,0.0,0.122772277228,0.0,0.00806451612903
0,0.0294985250737,0.025,0.05,0.25,0.0,7.70672335601,0.0,0.0,0.0,0.0,0.025,6.46753365973,0.0,43.8601628494,0.134615384615,0.0,6.48307106599,0.0,False,0.025,0,0.0,0.0,0.0,0.0,0.039603960396,0.05,0.0
4,0.0299778761062,0.00738007380074,0.0258302583026,0.25,0.0,7.09972335601,0.0,0.0,0.0,0.0,0.00369003690037,5.3472003264,0.0147601476015,77.1125051671,0.162645472609,0.00369003690037,5.95073773266,0.0,False,0.00369003690037,4,0.0110701107011,0.0,0.0,0.00369003690037,0.268316831683,0.0147601476015,0.0147601476015
1,0.0287610619469,0.0307692307692,0.0307692307692,0.5,0.0153846153846,7.70839002268,0.0,0.0,0.0,0.0,0.0307692307692,6.09253365973,0.0,71.2024560115,0.155029585799,0.0,5.51973773266,0.0,True,0.0153846153846,0,0.0,0.0,0.0,0.0,0.0643564356436,0.0,0.0
4,0.0279565567176,0.0143884892086,0.0647482014388,0.5,0.0215827338129,7.30886621315,0.0,0.0,0.0,0.0,0.0143884892086,5.46681937402,0.0,75.2278077022,0.161317100166,0.0,6.35235678028,0.0,None,0.0,1,0.00719424460432,0.0,0.0,0.0,0.137623762376,0.0215827338129,0.0
11,0.0263157894737,0.0221238938053,0.0353982300885,0.5,0.00884955752212,7.35277598759,0.0,0.0,0.0,0.0,0.00442477876106,5.29516523868,0.00442477876106,75.6740948049,0.158951667801,0.0,6.07228159231,0.0,False,0.00442477876106,2,0.0176991150442,0.0,0.0,0.0,0.223762376238,0.00884955752212,0.0265486725664
2,0.0184365781711,0.0,0.04,0.5,0.0,6.39172335601,0.0,0.0,0.0,0.0,0.0,4.77253365973,0.04,34.0797384323,0.161538461538,0.0,5.92807106599,0.0,False,0.0,1,0.0,0.0,0.0,0.0,0.0247524752475,0.0,0.0
5,0.0308505408063,0.0199203187251,0.0278884462151,0.5,0.0119521912351,5.65600907029,0.0,0.0,0.0,0.0,0.0199203187251,5.70539080259,0.0278884462151,74.2061564547,0.145111860251,0.0,5.74949963742,0.0,False,0.0119521912351,2,0.0119521912351,0.0,0.00398406374502,0.0,0.248514851485,0.00796812749004,0.0159362549801
10,0.0247050147493,0.0298507462687,0.0373134328358,0.5,0.00746268656716,6.15633874062,0.0,0.0,0.0,0.0,0.00746268656716,5.48484135204,0.0149253731343,74.0238348979,0.154707233065,0.0,5.77268645061,0.0,False,0.0,9,0.0223880597015,0.0,0.0,0.0820895522388,0.132673267327,0.00746268656716,0.00746268656716
0,0.0218078381795,0.0724637681159,0.0434782608696,0.5,0.0,6.58797335601,0.0,0.0,0.0,0.0,0.0,5.45878365973,0.0,74.2627268062,0.138238573021,0.0,5.87307106599,0.0,False,0.0,2,0.0,0.0,0.0,0.0,0.0683168316832,0.0144927536232,0.0144927536232
2,0.0535398230088,0.0330578512397,0.0330578512397,0.0,0.0,7.00172335601,0.00826446280992,0.0,0.0,0.0,0.0165289256198,5.39003365973,0.0,73.7927231769,0.160521296885,0.0,5.86807106599,0.0,False,0.00826446280992,1,0.00826446280992,0.0,0.0,0.0,0.119801980198,0.00826446280992,0.0247933884298
8,0.0279709228824,0.0338983050847,0.0395480225989,0.75,0.0,6.26458049887,0.0,0.0,0.0,0.0,0.00564971751412,5.34253365973,0.0,76.5371410222,0.158843980878,0.0,5.6037853517,0.0,True,0.0,2,0.0,0.0,0.0,0.00564971751412,0.175247524752,0.0112994350282,0.0225988700565
0,0.0176991150442,0.0,0.0625,0.25,0.0,5.97172335601,0.0,0.0,0.0,0.0,0.0,4.39253365973,0.0,54.6165710082,0.151442307692,0.0,5.45307106599,0.0,False,0.0,1,0.0,0.0,0.0,0.0,0.0158415841584,0.0,0.0
5,0.0497787610619,0.0177777777778,0.0177777777778,0.0,0.0,6.82734835601,0.0,0.0,0.0,0.0,0.00444444444444,5.48690865973,0.0,74.416877486,0.164102564103,0.0,5.99682106599,0.0,False,0.00444444444444,2,0.00444444444444,0.0,0.0,0.0,0.222772277228,0.0222222222222,0.0133333333333
2,0.0378564405113,0.012987012987,0.0194805194805,0.5,0.0,6.88172335601,0.0,0.0,0.0,0.0,0.012987012987,5.34753365973,0.00649350649351,75.8031718471,0.164835164835,0.0,5.86057106599,0.0,False,0.0,0,0.012987012987,0.0,0.00649350649351,0.00649350649351,0.152475247525,0.00649350649351,0.0194805194805
14,0.0380530973451,0.0290697674419,0.0290697674419,0.5,0.0116279069767,6.55326181755,0.00581395348837,0.0,0.0,0.0,0.00968992248062,5.22599519819,0.0116279069767,77.1125051671,0.161598091831,0.0,5.81960952753,0.0,True,0.0,3,0.0116279069767,0.0,0.0,0.015503875969,0.510891089109,0.00968992248062,0.0251937984496
7,0.031358214698,0.021472392638,0.0552147239264,0.5,0.00306748466258,6.61267573696,0.0,0.0,0.0,0.0,0.0153374233129,5.3892003264,0.00306748466258,77.1125051671,0.151722510618,0.0,5.81949963742,0.0,None,0.00306748466258,2,0.0,0.0,0.0,0.00306748466258,0.322772277228,0.00613496932515,0.021472392638
1,0.0199115044248,0.0277777777778,0.0277777777778,0.5,0.0,6.63505668934,0.0,0.0,0.0,0.0,0.0,5.51586699306,0.0,61.720181924,0.16452991453,0.0,5.48807106599,0.0,False,0.0,0,0.0,0.0,0.0,0.0,0.0356435643564,0.0277777777778,0.0
3,0.0323008849558,0.0205479452055,0.0342465753425,0.75,0.00684931506849,7.11403104832,0.0,0.0,0.0,0.0,0.013698630137,5.08637981358,0.013698630137,73.2898657228,0.149104320337,0.0,6.2803787583,0.0,False,0.0,2,0.0,0.0,0.0,0.00684931506849,0.144554455446,0.00684931506849,0.041095890411
3,0.0338495575221,0.0130718954248,0.0588235294118,0.5,0.0130718954248,6.26394557823,0.0,0.0,0.0,0.0,0.00653594771242,5.37808921529,0.0196078431373,75.5154897747,0.161136249372,0.0,5.23251551043,0.0,False,0.0,1,0.00653594771242,0.0,0.0,0.00653594771242,0.151485148515,0.00653594771242,0.0130718954248
